matlab_sample_id,matlab_sweep_id,matlab_sweep_index,input_angle_rad,input_direction,jacobian_condition,eligibility,pmks_sample_id,status,reason
matlab_0212,matlab_sweep_00,212,4.1637456232287624,1,2.3433383967604224,eligible,pmks_positive_0212,matched,
matlab_0213,matlab_sweep_00,213,4.1811989157487055,1,2.3531259632765704,eligible,pmks_positive_0213,matched,
matlab_0214,matlab_sweep_00,214,4.1986522082686477,1,2.3627902908129506,eligible,pmks_positive_0214,matched,
matlab_0215,matlab_sweep_00,215,4.2161055007885917,1,2.3723166803113926,eligible,pmks_positive_0215,matched,
matlab_0216,matlab_sweep_00,216,4.2335587933085339,1,2.3816903413311747,eligible,pmks_positive_0216,matched,
matlab_0217,matlab_sweep_00,217,4.2510120858284779,1,2.3908964232948891,eligible,pmks_positive_0217,matched,
matlab_0218,matlab_sweep_00,218,4.268465378348421,1,2.3999200489851451,eligible,pmks_positive_0218,matched,
matlab_0219,matlab_sweep_00,219,4.2859186708683641,1,2.4087463502263624,eligible,pmks_positive_0219,matched,
matlab_0220,matlab_sweep_00,220,4.3033719633883063,1,2.4173605056604299,eligible,pmks_positive_0220,matched,
matlab_0221,matlab_sweep_00,221,4.3208252559082503,1,2.4257477804985625,eligible,pmks_positive_0221,matched,
matlab_0222,matlab_sweep_00,222,4.3382785484281934,1,2.433893568104597,eligible,pmks_positive_0222,matched,
matlab_0223,matlab_sweep_00,223,4.3557318409481365,1,2.4417834332375006,eligible,pmks_positive_0223,matched,
matlab_0224,matlab_sweep_00,224,4.3731851334680796,1,2.4494031567534931,eligible,pmks_positive_0224,matched,
matlab_0225,matlab_sweep_00,225,4.3906384259880227,1,2.4567387815412305,eligible,pmks_positive_0225,matched,
matlab_0226,matlab_sweep_00,226,4.4080917185079658,1,2.4637766594375394,eligible,pmks_positive_0226,matched,
matlab_0227,matlab_sweep_00,227,4.4255450110279089,1,2.4705034988465711,eligible,pmks_positive_0227,matched,
matlab_0228,matlab_sweep_00,228,4.4429983035478511,1,2.4769064127625504,eligible,pmks_positive_0228,matched,
matlab_0229,matlab_sweep_00,229,4.4604515960677951,1,2.4829729668759488,eligible,pmks_positive_0229,matched,
matlab_0230,matlab_sweep_00,230,4.4779048885877373,1,2.4886912274254698,eligible,pmks_positive_0230,matched,
matlab_0231,matlab_sweep_00,231,4.4953581811076813,1,2.4940498084440583,eligible,pmks_positive_0231,matched,
matlab_0232,matlab_sweep_00,232,4.5128114736276244,1,2.4990379180367714,eligible,pmks_positive_0232,matched,
matlab_0233,matlab_sweep_00,233,4.5302647661475675,1,2.5036454033220776,eligible,pmks_positive_0233,matched,
matlab_0234,matlab_sweep_00,234,4.5477180586675097,1,2.5078627936663884,eligible,pmks_positive_0234,matched,
matlab_0235,matlab_sweep_00,235,4.5651713511874537,1,2.5116813418444659,eligible,pmks_positive_0235,matched,
matlab_0236,matlab_sweep_00,236,4.5826246437073959,1,2.5150930627662578,eligible,pmks_positive_0236,matched,
